Material,AUn,Numeratr,Denom.,Length,Length.1,Width,Width.1,Height,Height.1,Volume,Volume.1,Gross weight,Gross weight.1,net weight,net weight.1,AUn.1
X302258000,PLR,9 000,1.0,"1 200,000",MM,"800,000",MM,"180,000",MM,"232,800",CDM,"36 000,000",G,"36 000,000",G,
X302258000,PLU,67 500,1.0,"1 200,000",MM,"1 000,000",MM,"1 050,000",MM,"1 344,000",CDM,"295 000,000",G,"270 000,000",G,
X302258000,PRU,13 500,1.0,"1 200,000",MM,"1 000,000",MM,"180,000",MM,"232,800",CDM,"54 000,000",G,"54 000,000",G,
X302258000,SU,1 500,1.0,"385,000",MM,"330,000",MM,"180,000",MM,"3,694",CDM,"6 000,000",G,"6 000,000",G,
X302258100,CU,1,1.0,"60,000",MM,"1,000",MM,"80,000",MM,"0,472",CDM,"4,000",G,"4,000",G,
X302258100,PAL,81 000,1.0,"1 200,000",MM,"800,000",MM,"1 764,000",MM,"1 344,000",CDM,"348 000,000",G,"324 000,000",G,
X302258100,PC,1,1.0,"60,000",MM,"1,000",MM,"80,000",MM,"0,472",CDM,"4,000",G,"4,000",G,
X302258100,PLR,9 000,1.0,"1 200,000",MM,"800,000",MM,"180,000",MM,"232,800",CDM,"36 000,000",G,"36 000,000",G,
X302258100,PLU,67 500,1.0,"1 200,000",MM,"1 000,000",MM,"1 050,000",MM,"1 344,000",CDM,"295 000,000",G,"270 000,000",G,
X302258100,PRU,13 500,1.0,"1 200,000",MM,"1 000,000",MM,"180,000",MM,"232,800",CDM,"54 000,000",G,"54 000,000",G,
X302258100,SU,1 500,1.0,"385,000",MM,"330,000",MM,"180,000",MM,"3,694",CDM,"6 000,000",G,"6 000,000",G,
X302266800,CU,1,1.0,"130,000",MM,"225,000",MM,"150,000",MM,"3,283",CDM,"630,000",G,"510,000",G,
X302266800,PAL,216,1.0,"1 200,000",MM,"800,000",MM,"984,000",MM,"1 578,240",CDM,"160 080,000",G,"110 160,000",G,
X302266800,PC,1,1.0,"130,000",MM,"225,000",MM,"150,000",MM,"4,388",CDM,"630,000",G,"510,000",G,
X302266800,PLR,36,1.0,"1 200,000",MM,"800,000",MM,"140,000",MM,"225,000",CDM,"22 680,000",G,"18 360,000",G,
X302266800,PLU,336,1.0,"1 200,000",MM,"1 000,000",MM,"1 130,000",MM,"1 680,000",CDM,"236 680,000",G,"171 360,000",G,
X302266800,PRU,48,1.0,"1 200,000",MM,"1 000,000",MM,"140,000",MM,"262,500",CDM,"30 240,000",G,"24 480,000",G,
X302266800,SU,6,1.0,"590,000",MM,"235,000",MM,"140,000",MM,"21,875",CDM,"3 880,000",G,"3 060,000",G,
X302269800,CU,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"3,283",CDM,"511,000",G,"440,000",G,
X302269800,PAL,450,1.0,"1 200,000",MM,"800,000",MM,"1 404,000",MM,"1 578,240",CDM,"346 932,000",G,"198 000,000",G,
X302269800,PC,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"4,388",CDM,"511,000",G,"440,000",G,
X302269800,PLR,90,1.0,"1 200,000",MM,"800,000",MM,"210,000",MM,"225,000",CDM,"53 822,000",G,"39 600,000",G,
X302269800,PLU,648,1.0,"1 200,000",MM,"1 000,000",MM,"1 410,000",MM,"1 680,000",CDM,"366 928,000",G,"285 120,000",G,
X302269800,PRU,108,1.0,"1 200,000",MM,"1 000,000",MM,"210,000",MM,"262,500",CDM,"56 988,000",G,"47 520,000",G,
X302269800,SU,6,1.0,"380,000",MM,"140,000",MM,"210,000",MM,"21,875",CDM,"3 166,000",G,"2 640,000",G,
X302286600,CU,1,1.0,"80,000",MM,"220,000",MM,"220,000",MM,"3,872",CDM,"1 090,000",G,"965,000",G,
X302286600,PAL,210,1.0,"1 200,000",MM,"800,000",MM,"1 294,000",MM,"1,242",M3,"259 900,000",G,"202 650,000",G,
X302286600,PC,1,1.0,"80,000",MM,"220,000",MM,"220,000",MM,"3,872",CDM,"1 090,000",G,"965,000",G,
X302286600,PLR,42,1.0,"1 175,000",MM,"735,000",MM,"230,000",MM,"1,986",HL,"47 180,000",G,"40 530,000",G,
X302286600,PLU,240,1.0,"1 200,000",MM,"1 000,000",MM,"1 300,000",MM,"1,560",M3,"294 600,000",G,"231 600,000",G,
X302286600,PRU,48,1.0,"1 000,000",MM,"940,000",MM,"230,000",MM,"0,216",M3,"53 920,000",G,"46 320,000",G,
X302286600,SU,6,1.0,"500,000",MM,"235,000",MM,"230,000",MM,"0,027",M3,"6 740,000",G,"5 790,000",G,
X302305900,CU,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"306,000",G,"252,000",G,
X302305900,PAL,450,1.0,"1 200,000",MM,"800,000",MM,"1 404,000",MM,"1 574,400",CDM,"213 990,000",G,"113 400,000",G,
X302305900,PC,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"306,000",G,"252,000",G,
X302305900,PLR,90,1.0,"1 140,000",MM,"700,000",MM,"210,000",MM,"179,520",CDM,"31 665,000",G,"22 680,000",G,
X302305900,PLU,648,1.0,"1 200,000",MM,"1 000,000",MM,"1 410,000",MM,"1 744,800",CDM,"252 988,000",G,"163 296,000",G,
X302305900,PRU,108,1.0,"1 140,000",MM,"840,000",MM,"210,000",MM,"224,400",CDM,"37 998,000",G,"27 216,000",G,
X302305900,SU,6,1.0,"380,000",MM,"140,000",MM,"210,000",MM,"37,587",CDM,"2 111,000",G,"1 512,000",G,
X302306000,CU,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"511,000",G,"448,000",G,
X302306000,PAL,540,1.0,"1 200,000",MM,"800,000",MM,"1 404,000",MM,"1 574,400",CDM,"324 690,000",G,"241 920,000",G,
X302306000,PC,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"511,000",G,"448,000",G,
X302306000,PLR,90,1.0,"1 140,000",MM,"700,000",MM,"210,000",MM,"179,520",CDM,"50 115,000",G,"40 320,000",G,
X302306000,PLU,648,1.0,"1 200,000",MM,"1 000,000",MM,"1 410,000",MM,"1 744,800",CDM,"385 828,000",G,"290 304,000",G,
X302306000,PRU,108,1.0,"1 140,000",MM,"840,000",MM,"210,000",MM,"224,400",CDM,"60 138,000",G,"48 384,000",G,
X302306000,SU,6,1.0,"380,000",MM,"140,000",MM,"210,000",MM,"37,587",CDM,"3 341,000",G,"2 688,000",G,
X302306700,CU,1,1.0,"40,000",MM,"185,000",MM,"125,000",MM,"5,031",CDM,"176,000",G,"84,000",G,
X302306700,PAL,756,1.0,"1 200,000",MM,"800,000",MM,"1 054,000",MM,"1 574,400",CDM,"187 296,000",G,"63 504,000",G,
X302306700,PC,1,1.0,"40,000",MM,"185,000",MM,"125,000",MM,"5,031",CDM,"176,000",G,"84,000",G,
X302306700,PLR,108,1.0,"1 140,000",MM,"735,000",MM,"130,000",MM,"179,520",CDM,"23 328,000",G,"9 072,000",G,
X302306700,PLU,1 050,1.0,"1 200,000",MM,"1 000,000",MM,"1 060,000",MM,"1 744,800",CDM,"251 800,000",G,"88 200,000",G,
X302306700,PRU,150,1.0,"1 195,000",MM,"980,000",MM,"130,000",MM,"224,400",CDM,"32 400,000",G,"12 600,000",G,
X302306700,SU,6,1.0,"245,000",MM,"190,000",MM,"130,000",MM,"37,587",CDM,"1 296,000",G,"504,000",G,
X302307101,CU,1,1.0,"235,000",MM,"100,000",MM,"140,000",MM,"3,290",CDM,"630,000",G,"600,000",G,
X302307101,PAL,216,1.0,"1 200,000",MM,"800,000",MM,"996,000",MM,"956,160",CDM,"163 680,000",G,"129 600,000",G,
X302307101,PC,1,1.0,"235,000",MM,"100,000",MM,"140,000",MM,"3,290",CDM,"630,000",G,"600,000",G,
X302307101,PLR,36,1.0,"1 200,000",MM,"720,000",MM,"142,000",MM,"122,688",CDM,"23 280,000",G,"21 600,000",G,
X302307101,PLU,240,1.0,"1 200,000",MM,"1 000,000",MM,"860,000",MM,"1 032,000",CDM,"180 200,000",G,"144 000,000",G,
X302307101,PRU,48,1.0,"1 200,000",MM,"960,000",MM,"142,000",MM,"163,584",CDM,"31 040,000",G,"28 800,000",G,
X302307101,SU,6,1.0,"600,000",MM,"240,000",MM,"142,000",MM,"20,448",CDM,"3 880,000",G,"3 600,000",G,
X302307800,CU,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"574,000",G,"521,000",G,
X302307800,PAL,540,1.0,"1 200,000",MM,"800,000",MM,"1 404,000",MM,"1 574,400",CDM,"358 710,000",G,"281 340,000",G,
X302307800,PC,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"574,000",G,"521,000",G,
X302307800,PLR,90,1.0,"1 140,000",MM,"700,000",MM,"210,000",MM,"179,520",CDM,"55 785,000",G,"46 890,000",G,
X302307800,PLU,648,1.0,"1 200,000",MM,"1 000,000",MM,"1 410,000",MM,"1 744,800",CDM,"426 652,000",G,"337 608,000",G,
X302307800,PRU,108,1.0,"1 140,000",MM,"840,000",MM,"210,000",MM,"224,400",CDM,"66 942,000",G,"56 268,000",G,
X302307800,SU,6,1.0,"380,000",MM,"140,000",MM,"210,000",MM,"37,587",CDM,"3 719,000",G,"3 126,000",G,
X302307900,CU,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"410,000",G,"340,000",G,
X302307900,PAL,540,1.0,"1 200,000",MM,"800,000",MM,"1 404,000",MM,"1 574,400",CDM,"270 150,000",G,"183 600,000",G,
X302307900,PC,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"410,000",G,"340,000",G,
X302307900,PLR,90,1.0,"1 140,000",MM,"700,000",MM,"210,000",MM,"179,520",CDM,"41 025,000",G,"30 600,000",G,
X302307900,PLU,648,1.0,"1 200,000",MM,"1 000,000",MM,"1 410,000",MM,"1 744,800",CDM,"320 380,000",G,"220 320,000",G,
X302307900,PRU,108,1.0,"1 140,000",MM,"840,000",MM,"210,000",MM,"224,400",CDM,"49 230,000",G,"36 720,000",G,
X302307900,SU,6,1.0,"380,000",MM,"140,000",MM,"210,000",MM,"37,587",CDM,"2 735,000",G,"2 040,000",G,
X302308200,CU,1,1.0,"40,000",MM,"185,000",MM,"125,000",MM,"5,031",CDM,"176,000",G,"84,000",G,
X302308200,PAL,756,1.0,"1 200,000",MM,"800,000",MM,"1 054,000",MM,"1 574,400",CDM,"187 296,000",G,"63 504,000",G,
X302308200,PC,1,1.0,"40,000",MM,"185,000",MM,"125,000",MM,"5,031",CDM,"176,000",G,"84,000",G,
X302308200,PLR,108,1.0,"1 140,000",MM,"735,000",MM,"130,000",MM,"179,520",CDM,"23 328,000",G,"9 072,000",G,
X302308200,PLU,1 050,1.0,"1 200,000",MM,"1 000,000",MM,"1 060,000",MM,"1 744,800",CDM,"251 800,000",G,"88 200,000",G,
X302308200,PRU,150,1.0,"1 195,000",MM,"980,000",MM,"130,000",MM,"224,400",CDM,"32 400,000",G,"12 600,000",G,
X302308200,SU,6,1.0,"245,000",MM,"190,000",MM,"130,000",MM,"37,587",CDM,"1 296,000",G,"504,000",G,
X302308300,CU,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"306,000",G,"252,000",G,
X302308300,PAL,450,1.0,"1 200,000",MM,"800,000",MM,"1 404,000",MM,"1 574,400",CDM,"213 990,000",G,"113 400,000",G,
X302308300,PC,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"306,000",G,"252,000",G,
X302308300,PLR,90,1.0,"1 140,000",MM,"700,000",MM,"210,000",MM,"179,520",CDM,"31 665,000",G,"22 680,000",G,
X302308300,PLU,648,1.0,"1 200,000",MM,"1 000,000",MM,"1 410,000",MM,"1 744,800",CDM,"252 988,000",G,"163 296,000",G,
X302308300,PRU,108,1.0,"1 140,000",MM,"840,000",MM,"210,000",MM,"224,400",CDM,"37 998,000",G,"27 216,000",G,
X302308300,SU,6,1.0,"380,000",MM,"140,000",MM,"210,000",MM,"37,587",CDM,"2 111,000",G,"1 512,000",G,
X302308400,CU,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"350,000",G,"248,000",G,
X302308400,PAL,450,1.0,"1 200,000",MM,"800,000",MM,"1 404,000",MM,"1 574,400",CDM,"237 750,000",G,"111 600,000",G,
X302308400,PC,1,1.0,"60,000",MM,"135,000",MM,"200,000",MM,"5,031",CDM,"350,000",G,"248,000",G,
X302308400,PLR,90,1.0,"1 140,000",MM,"700,000",MM,"210,000",MM,"179,520",CDM,"35 625,000",G,"22 320,000",G,
X302308400,PLU,648,1.0,"1 200,000",MM,"1 000,000",MM,"1 410,000",MM,"1 744,800",CDM,"281 500,000",G,"160 704,000",G,
X302308400,PRU,108,1.0,"1 140,000",MM,"840,000",MM,"210,000",MM,"224,400",CDM,"42 750,000",G,"26 784,000",G,
X302308400,SU,6,1.0,"380,000",MM,"140,000",MM,"210,000",MM,"37,587",CDM,"2 375,000",G,"1 488,000",G,
X302308500,CU,1,1.0,"60,000",MM,"160,000",MM,"180,000",MM,"5,031",CDM,"310,000",G,"294,000",G,
X302308500,PAL,504,1.0,"1 200,000",MM,"800,000",MM,"1 439,000",MM,"1 574,400",CDM,"201 240,000",G,"148 176,000",G,
X302308500,PC,1,1.0,"60,000",MM,"160,000",MM,"180,000",MM,"5,031",CDM,"310,000",G,"294,000",G,
X302308500,PLR,72,1.0,"1 125,000",MM,"660,000",MM,"185,000",MM,"179,520",CDM,"25 320,000",G,"21 168,000",G,
X302308500,PLU,756,1.0,"1 200,000",MM,"1 000,000",MM,"1 445,000",MM,"1 744,800",CDM,"290 860,000",G,"222 264,000",G,
X302308500,PRU,108,1.0,"1 125,000",MM,"990,000",MM,"185,000",MM,"224,400",CDM,"37 980,000",G,"31 752,000",G,
X302308500,SU,6,1.0,"375,000",MM,"165,000",MM,"185,000",MM,"37,587",CDM,"2 110,000",G,"1 764,000",G,
X302308700,CU,1,1.0,"60,000",MM,"160,000",MM,"180,000",MM,"5,031",CDM,"310,000",G,"294,000",G,
X302308700,PAL,672,1.0,"1 200,000",MM,"800,000",MM,"1 439,000",MM,"1 574,400",CDM,"201 240,000",G,"197 568,000",G,
X302308700,PC,1,1.0,"60,000",MM,"160,000",MM,"180,000",MM,"5,031",CDM,"310,000",G,"294,000",G,
X302308700,PLR,84,1.0,"1 125,000",MM,"660,000",MM,"185,000",MM,"179,520",CDM,"25 320,000",G,"24 696,000",G,
X302308700,PLU,630,1.0,"1 200,000",MM,"1 000,000",MM,"1 445,000",MM,"1 744,800",CDM,"290 860,000",G,"185 220,000",G,
X302308700,PRU,90,1.0,"1 125,000",MM,"990,000",MM,"185,000",MM,"224,400",CDM,"37 980,000",G,"26 460,000",G,
X302308700,SU,6,1.0,"375,000",MM,"165,000",MM,"185,000",MM,"37,587",CDM,"2 110,000",G,"1 764,000",G,
X302308800,CU,1,1.0,"80,000",MM,"220,000",MM,"220,000",MM,"5,031",CDM,"1 090,000",G,"945,000",G,
X302308800,PAL,210,1.0,"1 200,000",MM,"800,000",MM,"1 294,000",MM,"1 574,400",CDM,"270 400,000",G,"198 450,000",G,
X302308800,PC,1,1.0,"80,000",MM,"220,000",MM,"220,000",MM,"5,031",CDM,"1 090,000",G,"945,000",G,
X302308800,PLR,42,1.0,"1 175,000",MM,"735,000",MM,"230,000",MM,"179,520",CDM,"49 280,000",G,"39 690,000",G,
X302308800,PLU,240,1.0,"1 200,000",MM,"1 000,000",MM,"1 300,000",MM,"1 744,800",CDM,"306 600,000",G,"226 800,000",G,
X302308800,PRU,48,1.0,"1 000,000",MM,"940,000",MM,"230,000",MM,"224,400",CDM,"56 320,000",G,"45 360,000",G,
X302308800,SU,6,1.0,"500,000",MM,"235,000",MM,"230,000",MM,"37,587",CDM,"7 040,000",G,"5 670,000",G,
X302310400,CU,1,1.0,"60,000",MM,"135,000",MM,"220,000",MM,"1,782",CDM,"719,000",G,"675,000",G,
X302310400,PAL,612,1.0,"1 200,000",MM,"800,000",MM,"1 494,000",MM,"1 434,240",CDM,"476 778,000",G,"413 100,000",G,
X302310400,PC,1,1.0,"60,000",MM,"135,000",MM,"220,000",MM,"1,782",CDM,"719,000",G,"675,000",G,
X302310400,PLR,102,1.0,"1 200,000",MM,"800,000",MM,"225,000",MM,"216,000",CDM,"75 463,000",G,"68 850,000",G,
X302310400,PLU,540,1.0,"1 200,000",MM,"1 000,000",MM,"1 275,000",MM,"1 530,000",CDM,"424 510,000",G,"364 500,000",G,
X302310400,PRU,108,1.0,"1 200,000",MM,"1 000,000",MM,"225,000",MM,"270,000",CDM,"79 902,000",G,"72 900,000",G,
X302310400,SU,6,1.0,"380,000",MM,"140,000",MM,"225,000",MM,"11,970",CDM,"4 439,000",G,"4 050,000",G,
X302316500,CU,1,1.0,"41,000",MM,"41,000",MM,"101,000",MM,"0,170",CDM,"75,000",G,"68,000",G,
X302316500,PAL,3 744,1.0,"1 200,000",MM,"800,000",MM,"1 086,000",MM,"967,680",CDM,"404 952,000",G,"254 592,000",G,
X302316500,PC,1,1.0,"41,000",MM,"41,000",MM,"101,000",MM,"0,170",CDM,"75,000",G,"68,000",G,
X302316500,PLR,468,1.0,"1 200,000",MM,"800,000",MM,"108,000",MM,"103,680",CDM,"47 619,000",G,"31 824,000",G,
X302316500,PLU,5 148,1.0,"1 200,000",MM,"1 000,000",MM,"1 122,000",MM,"1 346,400",CDM,"548 809,000",G,"350 064,000",G,
X302316500,PRU,572,1.0,"1 131,000",MM,"957,000",MM,"108,000",MM,"116,896",CDM,"58 201,000",G,"38 896,000",G,
X302316500,SU,4,1.0,"87,000",MM,"87,000",MM,"108,000",MM,"0,817",CDM,"407,000",G,"272,000",G,
X302316600,CU,1,1.0,"48,000",MM,"77,000",MM,"152,000",MM,"0,562",CDM,"170,000",G,"150,000",G,
X302316600,PAL,1 632,1.0,"1 200,000",MM,"800,000",MM,"1 110,000",MM,"1 247,040",CDM,"330 000,000",G,"244 800,000",G,
X302316600,PC,1,1.0,"48,000",MM,"77,000",MM,"152,000",MM,"0,562",CDM,"170,000",G,"150,000",G,
X302316600,PLR,272,1.0,"1 200,000",MM,"800,000",MM,"161,000",MM,"158,400",CDM,"51 000,000",G,"40 800,000",G,
X302316600,PLU,1 560,1.0,"1 200,000",MM,"1 000,000",MM,"955,000",MM,"1 146,000",CDM,"317 500,000",G,"234 000,000",G,
X302316600,PRU,312,1.0,"1 200,000",MM,"1 000,000",MM,"161,000",MM,"193,200",CDM,"58 500,000",G,"46 800,000",G,
X302316600,SU,4,1.0,"206,000",MM,"59,000",MM,"161,000",MM,"2,043",CDM,"750,000",G,"600,000",G,
X302316700,CU,1,1.0,"48,000",MM,"14,000",MM,"122,000",MM,"0,082",CDM,"120,000",G,"100,000",G,
X302316700,PAL,1 960,1.0,"1 200,000",MM,"800,000",MM,"1 040,000",MM,"998,400",CDM,"276 840,000",G,"196 000,000",G,
X302316700,PC,1,1.0,"48,000",MM,"14,000",MM,"122,000",MM,"0,082",CDM,"120,000",G,"100,000",G,
X302316700,PLR,280,1.0,"1 200,000",MM,"800,000",MM,"128,000",MM,"122,880",CDM,"36 120,000",G,"28 000,000",G,
X302316700,PLU,2 160,1.0,"1 200,000",MM,"1 000,000",MM,"918,000",MM,"1 101,600",CDM,"303 640,000",G,"216 000,000",G,
X302316700,PRU,360,1.0,"1 200,000",MM,"1 000,000",MM,"128,000",MM,"153,600",CDM,"46 440,000",G,"36 000,000",G,
X302316700,SU,4,1.0,"200,000",MM,"58,000",MM,"128,000",MM,"1,485",CDM,"516,000",G,"400,000",G,
X302316900,CU,1,1.0,"51,000",MM,"51,000",MM,"140,000",MM,"0,364",CDM,"237,000",G,"210,000",G,
X302316900,PAL,1 360,1.0,"1 200,000",MM,"800,000",MM,"864,000",MM,"829,440",CDM,"372 160,000",G,"285 600,000",G,
X302316900,PC,1,1.0,"51,000",MM,"51,000",MM,"140,000",MM,"0,364",CDM,"237,000",G,"210,000",G,
X302316900,PLR,272,1.0,"1 134,000",MM,"684,000",MM,"144,000",MM,"0,364",CDM,"69 632,000",G,"57 120,000",G,
X302316900,PLU,1 920,1.0,"1 200,000",MM,"1 000,000",MM,"870,000",MM,"1 044,000",CDM,"516 520,000",G,"403 200,000",G,
X302316900,PRU,384,1.0,"1 188,000",MM,"954,000",MM,"144,000",MM,"163,203",CDM,"98 304,000",G,"80 640,000",G,
X302316900,SU,4,1.0,"210,000",MM,"54,000",MM,"144,000",MM,"1,529",CDM,"1 024,000",G,"840,000",G,
X302317300,CU,1,1.0,"48,000",MM,"77,000",MM,"138,000",MM,"0,510",CDM,"146,000",G,"125,000",G,
X302317300,PAL,2 100,1.0,"1 200,000",MM,"800,000",MM,"1 208,000",MM,"1 159,680",CDM,"352 600,000",G,"262 500,000",G,
X302317300,PC,1,1.0,"48,000",MM,"77,000",MM,"138,000",MM,"0,510",CDM,"146,000",G,"125,000",G,
X302317300,PLR,300,1.0,"1 200,000",MM,"800,000",MM,"152,000",MM,"145,920",CDM,"46 800,000",G,"37 500,000",G,
X302317300,SU,4,1.0,"207,000",MM,"57,000",MM,"152,000",MM,"1,793",CDM,"624,000",G,"500,000",G,
X302325600,CU,1,1.0,"235,000",MM,"100,000",MM,"140,000",MM,"0,451",CDM,"630,000",G,"600,000",G,
X302325600,PAL,180,1.0,"1 200,000",MM,"800,000",MM,"1 044,000",MM,"1 182,720",CDM,"116 400,000",G,"108 000,000",G,
X302325600,PC,1,1.0,"235,000",MM,"100,000",MM,"140,000",MM,"0,451",CDM,"630,000",G,"600,000",G,
X302325600,PLR,30,1.0,"1 200,000",MM,"800,000",MM,"150,000",MM,"130,560",CDM,"19 400,000",G,"18 000,000",G,
X302325600,PLU,252,1.0,"1 200,000",MM,"1 000,000",MM,"1 200,000",MM,"1,440",M3,"162 960,000",G,"151 200,000",G,
X302325600,PRU,36,1.0,"1 200,000",MM,"1 000,000",MM,"150,000",MM,"0,168",M3,"23 280,000",G,"21 600,000",G,
X302325600,SU,6,1.0,"235,000",MM,"610,000",MM,"150,000",MM,"1,684",CDM,"3 880,000",G,"3 600,000",G,
X302338000,CU,1,1.0,"40,000",MM,"68,000",MM,"129,000",MM,"0,351",CDM,"125,000",G,"100,000",G,
X302338000,PAL,1 872,1.0,"1 200,000",MM,"800,000",MM,"960,000",MM,"921,600",CDM,"276 252,000",G,"187 200,000",G,
X302338000,PC,1,1.0,"40,000",MM,"68,000",MM,"129,000",MM,"0,351",CDM,"125,000",G,"100,000",G,
X302338000,PLR,312,1.0,"1 154,000",MM,"765,000",MM,"136,000",MM,"120,062",CDM,"42 042,000",G,"31 200,000",G,
X302338000,PLU,1 704,1.0,"1 200,000",MM,"1 000,000",MM,"996,000",MM,"1 195,200",CDM,"254 614,000",G,"170 400,000",G,
X302338000,PRU,284,1.0,"991,000",MM,"815,000",MM,"136,000",MM,"109,842",CDM,"38 269,000",G,"28 400,000",G,
X302338000,SU,4,1.0,"163,000",MM,"69,000",MM,"136,000",MM,"1,530",CDM,"539,000",G,"400,000",G,
X302448800,CU,1,1.0,"61,000",MM,"61,000",MM,"55,000",MM,"0,205",CDM,"134,400",G,"58,500",G,
X302448800,PAL,3 024,1.0,"1 200,000",MM,"800,000",MM,"1 194,000",MM,"1 146,240",CDM,"453 105,600",G,"176 904,000",G,
X302448800,PC,1,1.0,"61,000",MM,"61,000",MM,"55,000",MM,"0,205",CDM,"134,400",G,"58,500",G,
X302448800,PLR,216,1.0,"1 200,000",MM,"800,000",MM,"75,000",MM,"72,000",CDM,"30 650,400",G,"12 636,000",G,
X302448800,PLU,3 528,1.0,"1 200,000",MM,"1 000,000",MM,"1 200,000",MM,"1 440,000",CDM,"525 623,200",G,"206 388,000",G,
X302448800,PRU,252,1.0,"1 200,000",MM,"1 000,000",MM,"75,000",MM,"90,000",CDM,"35 758,800",G,"14 742,000",G,
X302448800,SU,6,1.0,"194,000",MM,"134,000",MM,"75,000",MM,"1,950",CDM,"851,400",G,"351,000",G,
X302448900,CU,1,1.0,"35,000",MM,"35,000",MM,"119,000",MM,"0,146",CDM,"81,800",G,"54,000",G,
X302448900,PAL,4 608,1.0,"1 200,000",MM,"800,000",MM,"1 232,000",MM,"1 182,720",CDM,"422 438,400",G,"248 832,000",G,
X302448900,PC,1,1.0,"35,000",MM,"35,000",MM,"119,000",MM,"0,146",CDM,"81,800",G,"54,000",G,
X302448900,PLR,576,1.0,"1 200,000",MM,"800,000",MM,"136,000",MM,"130,560",CDM,"49 804,800",G,"31 104,000",G,
X302448900,PLU,5 664,1.0,"1 200,000",MM,"1 000,000",MM,"1 238,000",MM,"1 485,600",CDM,"514 747,200",G,"305 856,000",G,
X302448900,PRU,708,1.0,"1 200,000",MM,"1 000,000",MM,"136,000",MM,"163,200",CDM,"61 218,400",G,"38 232,000",G,
X302448900,SU,6,1.0,"115,000",MM,"82,000",MM,"136,000",MM,"1,282",CDM,"518,800",G,"324,000",G,
X302449100,CU,1,1.0,"39,000",MM,"39,000",MM,"140,000",MM,"0,213",CDM,"101,000",G,"94,000",G,
X302449100,PAL,3 840,1.0,"1 200,000",MM,"800,000",MM,"1 400,000",MM,"1 344,000",CDM,"424 000,000",G,"360 960,000",G,
X302449100,PC,1,1.0,"39,000",MM,"39,000",MM,"140,000",MM,"0,213",CDM,"101,000",G,"94,000",G,
X302449100,PLR,480,1.0,"1 200,000",MM,"800,000",MM,"157,000",MM,"150,720",CDM,"50 000,000",G,"45 120,000",G,
X302449100,PLU,4 704,1.0,"1 200,000",MM,"1 000,000",MM,"1 406,000",MM,"1 687,200",CDM,"515 000,000",G,"442 176,000",G,
X302449100,PRU,588,1.0,"1 200,000",MM,"1 000,000",MM,"157,000",MM,"188,400",CDM,"61 250,000",G,"55 272,000",G,
X302449100,SU,6,1.0,"130,000",MM,"90,000",MM,"157,000",MM,"1,837",CDM,"625,000",G,"564,000",G,
X302449200,CU,1,1.0,"40,000",MM,"40,000",MM,"128,000",MM,"0,205",CDM,"107,900",G,"78,000",G,
X302449200,PAL,3 150,1.0,"1 200,000",MM,"800,000",MM,"1 166,000",MM,"1 119,360",CDM,"381 735,000",G,"245 700,000",G,
X302449200,PC,1,1.0,"40,000",MM,"40,000",MM,"128,000",MM,"0,205",CDM,"107,900",G,"78,000",G,
X302449200,PLR,450,1.0,"1 200,000",MM,"800,000",MM,"146,000",MM,"140,160",CDM,"51 105,000",G,"35 100,000",G,
X302449200,PLU,3 864,1.0,"1 200,000",MM,"1 000,000",MM,"1 172,000",MM,"1 406,400",CDM,"463 821,600",G,"301 392,000",G,
X302449200,PRU,552,1.0,"1 200,000",MM,"1 000,000",MM,"146,000",MM,"175,200",CDM,"62 688,800",G,"43 056,000",G,
X302449200,SU,6,1.0,"130,000",MM,"94,000",MM,"146,000",MM,"1,784",CDM,"681,400",G,"468,000",G,
Y000060704,CU,1,1.0,"40,640",MM,"63,500",MM,"146,760",MM,"0,379",CDM,"214,000",G,"183,000",G,
Y000060704,PAL,2 700,1.0,"1 200,000",MM,"800,000",MM,"1 674,000",MM,"1 607,040",CDM,"645 000,000",G,"494 100,000",G,
Y000060704,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"183,000",G,
Y000060704,PLR,300,1.0,"1 170,000",MM,"796,000",MM,"170,000",MM,"158,324",CDM,"69 000,000",G,"54 900,000",G,
Y000060704,PLU,2 268,1.0,"1 200,000",MM,"1 000,000",MM,"1 170,000",MM,"1 404,000",CDM,"546 640,000",G,"415 044,000",G,
Y000060704,PRU,378,1.0,"1 194,000",MM,"966,000",MM,"170,000",MM,"196,079",CDM,"86 940,000",G,"69 174,000",G,
